id,division_id,category_id,name,slug,short_desc,composition,sort_order,is_active,created_at,updated_at
a9c6abdd-b3db-448d-a099-58644fd90412,aaefb005-155a-4852-83b3-1adf2166dd41,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,Losmo Flush-B (200ml),losmo-flush-b-200ml,,"Bacillus coagulans 2 Billion CFU, Lactulose 10 gm/15 ml",6,true,2026-03-05 15:44:23.539503+00,2026-03-05 15:44:23.539503+00
a9f7c2ab-c00e-4c25-afd9-f4e97f5647ad,695899c3-d607-49f5-ae67-a545fac083b8,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,FINEMEF-P,finemef-p,,Mefenamic Acid 50mg+Paracetamol 125mg/5ml,12,true,2026-03-05 14:31:18.746233+00,2026-03-05 14:42:01.157317+00
aafe034b-2040-4231-b106-aa04d105383b,337b0bac-3d9b-4a9d-a32b-af29168149a5,9577f52b-ab35-4158-9bcd-109cc32f5aba,4) Tufgaba NT 400,4-tufgaba-nt-400,,"Gabapentin 400 mg , Nortriptyline 10 mg",17,true,2026-03-05 15:51:50.699647+00,2026-03-05 15:51:50.699647+00
ab709fb1-f036-40f6-9741-18b7953df31d,695899c3-d607-49f5-ae67-a545fac083b8,032641d2-cb89-4897-8527-0ae60066324f,ZNPD 20 DROPS,znpd-20-drops,,Zinc sulphate (monohydrate) 20 mg/ml,41,true,2026-03-05 14:31:18.746233+00,2026-03-05 14:42:01.157317+00
b2044d5b-2d38-42e9-84d9-fb99cd0abc69,1a622c56-53e9-457a-af01-09cd550e3850,a57bed34-82d6-4246-945f-bc21247b44bd,D GOOD,d-good-2,,Vitamin D3 oral solution 60000  IU/5 ml,2,true,2026-03-05 15:57:11.815034+00,2026-03-05 15:57:11.815034+00
b3022078-733d-41eb-9203-08fabbe4b4c1,6b8dbf86-0f10-4385-8617-65335659a18e,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,Daily Solo Syrup,daily-solo-syrup,,"Multivitamins, Multiminerals, Taurine, Co-enzyme Q10, Alpha Lipolic Acid, Curcumin, Probiotics",6,true,2026-03-05 16:27:53.986476+00,2026-03-05 16:27:53.986476+00
b5cf5fde-f369-4fba-916e-7329e131718d,695899c3-d607-49f5-ae67-a545fac083b8,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,DEFLANORM,deflanorm,,Deflazacort  6mg/5ml,9,true,2026-03-05 14:31:18.746233+00,2026-03-05 14:42:01.157317+00
bbb4e31f-0ee3-4c0b-8193-125fff60cf4b,695899c3-d607-49f5-ae67-a545fac083b8,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,CEFDRIX,cefdrix,,100-Cefpodoxime oral suspension IP 100mg/5ml,1,true,2026-03-05 14:31:18.746233+00,2026-03-05 14:42:01.157317+00
bcdd290f-18c7-4da4-b108-3c57988f85f8,695899c3-d607-49f5-ae67-a545fac083b8,94b2191e-9e23-479e-af26-e948fe1c22b9,Mimoza Baby Soap,mimoza-baby-soap,,,17,true,2026-03-05 14:31:18.746233+00,2026-03-05 14:42:01.157317+00
bce1c1f1-bb7b-4650-90c3-89050b4559a7,1a622c56-53e9-457a-af01-09cd550e3850,9577f52b-ab35-4158-9bcd-109cc32f5aba,ESMOFRESH,esmofresh-2,,Esomeprazole gastro-resistant tablets IP 40 mg,7,true,2026-03-05 15:57:11.815034+00,2026-03-05 15:57:11.815034+00
bdd30c94-9e48-4f33-bde1-9c521aa04fc1,695899c3-d607-49f5-ae67-a545fac083b8,032641d2-cb89-4897-8527-0ae60066324f,VYDROX DROPS,vydrox-drops,,Hydroxyzine  Hcl 6mg/ml Drops,33,true,2026-03-05 14:31:18.746233+00,2026-03-05 14:42:01.157317+00
bfa45a0f-5e61-4472-853f-5fda09f47924,337b0bac-3d9b-4a9d-a32b-af29168149a5,9577f52b-ab35-4158-9bcd-109cc32f5aba,"17) Daily Solo Tablets - Astaxanthin 2mg, Taurine 100mg, Curcuma Longa 50 mg, Liquorice 30mg, Cinnamon 30mg, Clove 30mg, Cranberry 25 mg, Green Tea 25 mg, Boswellia serrata",17-daily-solo-tablets-astaxanthin-2mg-taurine-100mg-curcuma-longa-50-mg-liquorice-30mg-cinnamon-30mg-clove-30mg-cranberry-25-mg-green-tea-25-mg-boswellia-serrata-2,,"25mg, Lycopene 2500 mcg , Multiminerals, Multivitamins",9,true,2026-03-05 15:51:50.699647+00,2026-03-05 15:51:50.699647+00
bfe43cef-d431-4d1e-b7f8-20aafad0f5ec,88573051-9454-4d14-a106-256cdad84189,9577f52b-ab35-4158-9bcd-109cc32f5aba,3) GF -18 Tablets,3-gf-18-tablets,,"Myo-Inositol (40:1) 1100mg , D-Chiro Inositol (40:1) 27.6 mg, Ubiquinone (Coenzyme Q10) 100 mg,Astaxanthin 1mg,L-Carnitine L-Tartrate 50mg,L-Arginine 10mg,  Melatonin 2mg, Berberine 50mg Lecithin 2mg,Quatrefolic Acid 51 mcg tablets",10,true,2026-03-05 15:47:37.814655+00,2026-03-05 15:47:37.814655+00
c05e9ab4-222b-48e7-894d-300d850be714,6b8dbf86-0f10-4385-8617-65335659a18e,9577f52b-ab35-4158-9bcd-109cc32f5aba,Tufgaba NT 400,tufgaba-nt-400,,"Gabapentin 400 mg , Nortriptyline 10 mg",18,true,2026-03-05 16:27:53.986476+00,2026-03-05 16:27:53.986476+00
c24f2f32-db20-40fe-9d56-f83241a12931,b821c8d5-97b0-4262-9433-70e94c600449,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,COLONEZ  PEG,colonez-peg-2,,Polyethylene Glycol 3350 USP 13.125g,5,true,2026-03-05 15:46:11.35997+00,2026-03-05 15:46:11.35997+00
c7aa4094-4b7f-461f-998e-249b42b5ad09,695899c3-d607-49f5-ae67-a545fac083b8,8a749f9e-c886-4478-8f3d-045f76e89809,WRNZ KID NASAL DROPS,wrnz-kid-nasal-drops,,Oxymetazoline 0.05% w/v,37,true,2026-03-05 14:31:18.746233+00,2026-03-05 14:42:01.157317+00
c9446b4b-b8fb-4ce1-b4e5-eea7c0602c6c,695899c3-d607-49f5-ae67-a545fac083b8,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,TUSNORM L SYP,tusnorm-l-syp,,Levosalbutamol  1mg + Ambroxol 30mg+ Guaiphensin 50mg/5ml syrup,29,true,2026-03-05 14:31:18.746233+00,2026-03-05 14:42:01.157317+00
cfbf4fff-8723-4abb-8901-1041424d73ef,e61a90f8-18b3-4b9b-afdd-ca0d319f16e3,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,13) Daily Solo Syrup,13-daily-solo-syrup,,"Multivitamins, Multiminerals, Taurine, Co-enzyme Q10, Alpha Lipolic Acid, Curcumin, Probiotics",5,true,2026-03-05 15:48:51.345643+00,2026-03-05 15:49:03.910033+00
cfe4eb1f-fd33-4f70-87ca-f203b266a0bc,695899c3-d607-49f5-ae67-a545fac083b8,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,PARA DS,para-ds,,Paracetamol 250mg/5ml oral suspension,21,true,2026-03-05 14:31:18.746233+00,2026-03-05 14:42:01.157317+00
