id,division_id,category_id,name,slug,short_desc,composition,sort_order,is_active,created_at,updated_at
3e396de0-73df-406d-93ed-418603cbaec4,695899c3-d607-49f5-ae67-a545fac083b8,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,TUSNORM LS JR SYP,tusnorm-ls-jr-syp,,Levosalbutamol0.25 mg + Ambroxol 7.5 mg+ Guaiphensin 12.5 mg/5ml,31,true,2026-03-05 14:31:18.746233+00,2026-03-05 14:42:01.157317+00
3ebd62f9-dde3-4b48-9dec-3782bcc81a9d,6b8dbf86-0f10-4385-8617-65335659a18e,9577f52b-ab35-4158-9bcd-109cc32f5aba,19) Myotozer,19-myotozer,,"L carnitine, L  Tartarate, Vit E, Benfotiamine, Vit C, Co Q 10, Pyridoxine, Riboflavin",3,true,2026-03-05 16:27:53.986476+00,2026-03-05 16:27:53.986476+00
40baee21-08c5-4489-b8b1-04b6adfafc84,88573051-9454-4d14-a106-256cdad84189,9577f52b-ab35-4158-9bcd-109cc32f5aba,8) ESMOFRESH,8-esmofresh,,Esomeprazole gastro-resistant tablets IP 40 mg,15,true,2026-03-05 15:47:37.814655+00,2026-03-05 15:47:37.814655+00
42b05a9c-2e21-42ad-9fac-21b068e8ee77,e61a90f8-18b3-4b9b-afdd-ca0d319f16e3,9577f52b-ab35-4158-9bcd-109cc32f5aba,7) ESMOFRESH DSR,7-esmofresh-dsr,,Esomeprazole 40mg & Sustained release Domperidone 30mg capsules,12,true,2026-03-05 15:48:51.345643+00,2026-03-05 15:49:03.910033+00
42efcd0f-2ca9-4d0a-b24d-ebdff4ab5141,88573051-9454-4d14-a106-256cdad84189,9577f52b-ab35-4158-9bcd-109cc32f5aba,"4) CALVNH TAB-Elemental Ca- 500 mg, Vit D3-2000 IU, Methylcobalamin 1500 mcg, L Methylfolate calcium 1mg,Prridoxal 5 Phosphate",4-calvnh-tab-elemental-ca-500-mg-vit-d3-2000-iu-methylcobalamin-1500-mcg-l-methylfolate-calcium-1mg-prridoxal-5-phosphate,,20mg,11,true,2026-03-05 15:47:37.814655+00,2026-03-05 15:47:37.814655+00
43ea9025-ecaa-4658-bb17-373a714c54dd,695899c3-d607-49f5-ae67-a545fac083b8,8a749f9e-c886-4478-8f3d-045f76e89809,WRNZ BABY NASAL DROPS,wrnz-baby-nasal-drops,,Oxymetazoline 0.01% w/v,35,true,2026-03-05 14:31:18.746233+00,2026-03-05 14:42:01.157317+00
468c91ff-2689-4c2f-8073-c0e2114ec837,e61a90f8-18b3-4b9b-afdd-ca0d319f16e3,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,10) COLONEZ  PEG,10-colonez-peg,,Polyethylene glycol 3350 USP 13.125g,2,true,2026-03-05 15:48:51.345643+00,2026-03-05 15:49:03.910033+00
469661db-3bfe-4e84-8914-0835718b2803,1a622c56-53e9-457a-af01-09cd550e3850,9577f52b-ab35-4158-9bcd-109cc32f5aba,Zanoflex,zanoflex,,Ofloxacin 400mg Tablets,11,true,2026-03-05 15:57:11.815034+00,2026-03-05 15:57:11.815034+00
46d11647-4c56-4634-ab00-66741a70cc0a,88573051-9454-4d14-a106-256cdad84189,9577f52b-ab35-4158-9bcd-109cc32f5aba,6) MIGRACE,6-migrace,,"Magnesium oxide,Coenzyme Q10 & Riboflavin  Tablets",13,true,2026-03-05 15:47:37.814655+00,2026-03-05 15:47:37.814655+00
47a575f4-0a54-40c2-b50b-d691bcf5ca86,b821c8d5-97b0-4262-9433-70e94c600449,9577f52b-ab35-4158-9bcd-109cc32f5aba,16) Myotizer,16-myotizer,,"L carnitine, L  Tartarate, Vit E, Benfotiamine, Vit C, Co Q 10, Pyridoxine, Riboflavin",2,true,2026-03-05 15:46:11.35997+00,2026-03-05 15:46:11.35997+00
4877c7bc-ae73-4012-9a45-d63be4e1c089,6b8dbf86-0f10-4385-8617-65335659a18e,9577f52b-ab35-4158-9bcd-109cc32f5aba,ESMOFRESH DSR,esmofresh-dsr,,Esomeprazole 40mg & Sustained Release Domperidone 30mg Capsules,8,true,2026-03-05 16:27:53.986476+00,2026-03-05 16:27:53.986476+00
4a47ff26-2408-4bf3-b6d1-35a1220218ef,e61a90f8-18b3-4b9b-afdd-ca0d319f16e3,9577f52b-ab35-4158-9bcd-109cc32f5aba,2) TUBER FORTE,2-tuber-forte,,"Aceclofenac 100mg ,Paracetamol 325mg & Trypsin & Chymotrypsin (6;1)-1,50,000 IU Tablets",7,true,2026-03-05 15:48:51.345643+00,2026-03-05 15:49:03.910033+00
4b3714b6-72e1-49a5-b593-efed52c3164e,6b8dbf86-0f10-4385-8617-65335659a18e,9577f52b-ab35-4158-9bcd-109cc32f5aba,"18) WINHANCE TAB-Benfotiamine 200 mg, Methylcobalamin 1000 nano gram , Alpha Lipoic Acid 200 mg, Folic acid 1.5 mg, Chromium Picolinate 200 mcg, D Chiro inositol 13.8mg,  Myo",18-winhance-tab-benfotiamine-200-mg-methylcobalamin-1000-nano-gram-alpha-lipoic-acid-200-mg-folic-acid-1-5-mg-chromium-picolinate-200-mcg-d-chiro-inositol-13-8mg-myo,,"Inositol 100 mg & Pyridoxine Hydrochloride 3 mg Tablets, Vitamin D3 600 IU",2,true,2026-03-05 16:27:53.986476+00,2026-03-05 16:27:53.986476+00
4c2e2b75-e987-411e-8f2e-a367c7f0ed41,6b8dbf86-0f10-4385-8617-65335659a18e,9577f52b-ab35-4158-9bcd-109cc32f5aba,Tufgaba NT 200,tufgaba-nt-200,,"Gabapentin 200 mg , Nortriptyline 10 mg",17,true,2026-03-05 16:27:53.986476+00,2026-03-05 16:27:53.986476+00
4e111d03-cbe8-4e5b-9455-40c856aabc75,b821c8d5-97b0-4262-9433-70e94c600449,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,TUSNORM L SYP,tusnorm-l-syp-2,,Levosalbutamol  1mg + Ambroxol 30mg+ Guaiphensin 50mg/5ml syrup,14,true,2026-03-05 15:46:11.35997+00,2026-03-05 15:46:11.35997+00
50185b37-54e0-47d1-beb8-982cf812cb6a,6b8dbf86-0f10-4385-8617-65335659a18e,9577f52b-ab35-4158-9bcd-109cc32f5aba,Tufgaba 100,tufgaba-100,,Gabapentin 100 mg,14,true,2026-03-05 16:27:53.986476+00,2026-03-05 16:27:53.986476+00
50788cdb-0242-4ed7-80b1-3ab7aba2d236,e61a90f8-18b3-4b9b-afdd-ca0d319f16e3,a57bed34-82d6-4246-945f-bc21247b44bd,14) D GOOD,14-d-good,,Vitamin D3 oral solution 60000  IU/5 ml,6,true,2026-03-05 15:48:51.345643+00,2026-03-05 15:49:03.910033+00
52117c94-35d2-4bb2-9ef3-c9a1b50a70c8,e61a90f8-18b3-4b9b-afdd-ca0d319f16e3,9577f52b-ab35-4158-9bcd-109cc32f5aba,"3) WINHANCE TAB-Benfotiamine 200 mg, Methylcobalamin 1000 nano gram , Alpha Lipoic Acid 200 mg, Folic acid 1.5 mg, Chromium Picolinate 200 mcg, D Chiro inositol 13.8mg,  Myo",3-winhance-tab-benfotiamine-200-mg-methylcobalamin-1000-nano-gram-alpha-lipoic-acid-200-mg-folic-acid-1-5-mg-chromium-picolinate-200-mcg-d-chiro-inositol-13-8mg-myo,,"Inositol 100 mg & Pyridoxine Hydrochloride 3 mg Tablets, Vitamin D3 600 IU",8,true,2026-03-05 15:48:51.345643+00,2026-03-05 15:49:03.910033+00
53d55064-9045-4fdd-b992-e3526723d79c,695899c3-d607-49f5-ae67-a545fac083b8,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,COLANESE PEG,colanese-peg,,Polyethylene Glycol 3350 USP 13.125g,4,true,2026-03-05 14:31:18.746233+00,2026-03-05 14:42:01.157317+00
54110e1a-bf1d-4110-913d-699bc3c5253d,6b8dbf86-0f10-4385-8617-65335659a18e,9577f52b-ab35-4158-9bcd-109cc32f5aba,"CALVNH -Elemental Ca- 500 mg+ Vit D3-2000 IU, Methylcobalamin 1500 mcg, L Methylfolate calcium 1mg,Prridoxal 5 Phosphate",calvnh-elemental-ca-500-mg-vit-d3-2000-iu-methylcobalamin-1500-mcg-l-methylfolate-calcium-1mg-prridoxal-5-phosphate,,20mg Tablets,4,true,2026-03-05 16:27:53.986476+00,2026-03-05 16:27:53.986476+00
5658a551-a791-4147-844e-f2cdc83662e6,88573051-9454-4d14-a106-256cdad84189,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,15) Daily Solo Syrup,15-daily-solo-syrup,,"Multivitamins, Multiminerals, Taurine, Co-enzyme Q10, Alpha Lipolic Acid, Curcumin, Probiotics",7,true,2026-03-05 15:47:37.814655+00,2026-03-05 15:47:37.814655+00
59127bb0-eac6-43bf-8af5-ed5d83778288,337b0bac-3d9b-4a9d-a32b-af29168149a5,9577f52b-ab35-4158-9bcd-109cc32f5aba,12) JIOMAX D3,12-jiomax-d3,,"Calcitriol 0.25mcg,Methylcobalamin 1500mcg,Calcium Carbonate 500mg, Eicosapentaenoic Acid 180mg,Docosahexaenoic Acid 120mg,Folic Acid  400mcg  with Boron1.5mg capsules",4,true,2026-03-05 15:51:50.699647+00,2026-03-05 15:51:50.699647+00
5978d1e5-dffe-47e8-869e-7476f1b6fbc2,e61a90f8-18b3-4b9b-afdd-ca0d319f16e3,9577f52b-ab35-4158-9bcd-109cc32f5aba,1) Zanoflex,1-zanoflex,,Ofloxacin 400mg Tablets,1,true,2026-03-05 15:48:51.345643+00,2026-03-05 15:49:03.910033+00
5c0555b5-f002-4a90-96f8-5e46954a4d66,337b0bac-3d9b-4a9d-a32b-af29168149a5,9577f52b-ab35-4158-9bcd-109cc32f5aba,6) TUFGABA 100,6-tufgaba-100,,Gabapentin 100 mg,19,true,2026-03-05 15:51:50.699647+00,2026-03-05 15:51:50.699647+00
5e1aa6db-d1ee-406d-a444-adbb1094c631,88573051-9454-4d14-a106-256cdad84189,9577f52b-ab35-4158-9bcd-109cc32f5aba,2) LAMINIF 210ML,2-laminif-210ml,,"L Arginine 3g, Vitamin C  40mg, Vitamin E 10mg, Vit B6 2mg, Folic Acid 120mcg, Vitamin B12 1mcg, Zinc 10 mg per 15 ml",9,true,2026-03-05 15:47:37.814655+00,2026-03-05 15:47:37.814655+00
5fdda7df-81c9-436f-b495-a0b9ed086558,b821c8d5-97b0-4262-9433-70e94c600449,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,"PURNAS 24 200 ML SYP-Multivitamin,Multimineral with L",purnas-24-200-ml-syp-multivitamin-multimineral-with-l-4,,Lysine,11,true,2026-03-05 15:46:11.35997+00,2026-03-05 15:46:11.35997+00
610f6cd4-f103-45c4-abb6-280127574175,e61a90f8-18b3-4b9b-afdd-ca0d319f16e3,9577f52b-ab35-4158-9bcd-109cc32f5aba,9) Myotizer,9-myotizer,,"L carnitine, L  Tartarate, Vit E, Benfotiamine, Vit C, Co Q 10, Pyridoxine, Riboflavin",14,true,2026-03-05 15:48:51.345643+00,2026-03-05 15:49:03.910033+00
65e4575a-5c60-4511-8817-7ef8fc0ef4a1,88573051-9454-4d14-a106-256cdad84189,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,12) COLANESE PEG,12-colanese-peg,,Polyethylene Glycol 4000 IP 10g,4,true,2026-03-05 15:47:37.814655+00,2026-03-05 15:47:37.814655+00
6c2eb31e-cd5b-4726-96c0-60d141dc7d4e,6b8dbf86-0f10-4385-8617-65335659a18e,9577f52b-ab35-4158-9bcd-109cc32f5aba,TUBER FORTE,tuber-forte,,"Aceclofenac 100mg ,Paracetamol 325mg & Trypsin & Chymotrypsin (6;1)-1,50,000 IU Tablets",13,true,2026-03-05 16:27:53.986476+00,2026-03-05 16:27:53.986476+00
6cd3417c-7bea-45db-abbd-861d0920e3fb,aaefb005-155a-4852-83b3-1adf2166dd41,032641d2-cb89-4897-8527-0ae60066324f,Floravate-S (10ml),floravate-s-10ml,,Saccharomyces boulardii 2.5 billion/5ml,5,true,2026-03-05 15:44:23.539503+00,2026-03-05 15:44:23.539503+00
6d830231-e0f2-4eec-992b-7e05528f7851,6b8dbf86-0f10-4385-8617-65335659a18e,9577f52b-ab35-4158-9bcd-109cc32f5aba,Tufgaba NT 100,tufgaba-nt-100,,"Gabapentin 100 mg , Nortriptyline 10 mg",16,true,2026-03-05 16:27:53.986476+00,2026-03-05 16:27:53.986476+00
6db6b364-d997-47fe-93bb-323a59dbee1b,1a622c56-53e9-457a-af01-09cd550e3850,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,Daily Solo Syrup,daily-solo-syrup-2,,"Multivitamins, Multiminerals, Taurine, Co-enzyme Q10, Alpha Lipolic Acid, Curcumin, Probiotics",3,true,2026-03-05 15:57:11.815034+00,2026-03-05 15:57:11.815034+00
6e891280-c7e8-4d4d-bee3-88f71e214f66,695899c3-d607-49f5-ae67-a545fac083b8,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,VYDROX,vydrox,,Hydroxyzine  Hcl 10mg Solution/5ml,32,true,2026-03-05 14:31:18.746233+00,2026-03-05 14:42:01.157317+00
6f2ff23f-31cd-47a1-a6af-47dcfc8a9f37,337b0bac-3d9b-4a9d-a32b-af29168149a5,9577f52b-ab35-4158-9bcd-109cc32f5aba,"9) WINHANCE TAB-Benfotiamine 200 mg, Methylcobalamin 1000 nano gram , Alpha Lipoic Acid 200 mg, Folic acid 1.5 mg, Chromium Picolinate 200 mcg, D Chiro inositol 13.8mg,  Myo",9-winhance-tab-benfotiamine-200-mg-methylcobalamin-1000-nano-gram-alpha-lipoic-acid-200-mg-folic-acid-1-5-mg-chromium-picolinate-200-mcg-d-chiro-inositol-13-8mg-myo,,"Inositol 100 mg & Pyridoxine Hydrochloride 3 mg Tablets, Vitamin D3 600 IU",22,true,2026-03-05 15:51:50.699647+00,2026-03-05 15:51:50.699647+00
732b7a7e-02fe-404a-b24f-5c0407a9200d,695899c3-d607-49f5-ae67-a545fac083b8,032641d2-cb89-4897-8527-0ae60066324f,"PURNAS 24 30 ML DROPS-Multivitamin,Multimineral with L",purnas-24-30-ml-drops-multivitamin-multimineral-with-l,,Lysine,24,true,2026-03-05 14:31:18.746233+00,2026-03-05 14:42:01.157317+00
737e48bc-df91-413a-8f2c-9a114238ca0e,6b8dbf86-0f10-4385-8617-65335659a18e,a57bed34-82d6-4246-945f-bc21247b44bd,D GOOD,ortho-d-good,,Vitamin D3 Oral Solution 60000  IU/5 ml,5,true,2026-03-05 16:27:53.986476+00,2026-03-05 16:27:53.986476+00
791a111d-c090-491d-9e2d-48ed022f6e07,337b0bac-3d9b-4a9d-a32b-af29168149a5,9577f52b-ab35-4158-9bcd-109cc32f5aba,13) TUBER FORTE,13-tuber-forte,,"Aceclofenac 100mg ,Paracetamol 325mg & Trypsin & Chymotrypsin (6;1)-1,50,000 IU tablets",5,true,2026-03-05 15:51:50.699647+00,2026-03-05 15:51:50.699647+00
795b85b3-9ebd-4b0b-81fd-10ff8d80524c,b821c8d5-97b0-4262-9433-70e94c600449,9577f52b-ab35-4158-9bcd-109cc32f5aba,"CALVNH -Elemental Ca- 500 mg+ Vit D3-2000 IU, Methylcobalamin 1500 mcg, L Methylfolate calcium 1mg,Prridoxal 5 Phosphate",calvnh-elemental-ca-500-mg-vit-d3-2000-iu-methylcobalamin-1500-mcg-l-methylfolate-calcium-1mg-prridoxal-5-phosphate-2,,20mg Tablets,4,true,2026-03-05 15:46:11.35997+00,2026-03-05 15:46:11.35997+00
799f94c9-77bb-4c87-abea-52b8a0b96cba,88573051-9454-4d14-a106-256cdad84189,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,"14) PURNAS 24 200 ML SYP-Multivitamin,Multimineral with L",14-purnas-24-200-ml-syp-multivitamin-multimineral-with-l,,Lysine,6,true,2026-03-05 15:47:37.814655+00,2026-03-05 15:47:37.814655+00
7b122fe7-9e0f-4e3c-91cc-929591a72439,695899c3-d607-49f5-ae67-a545fac083b8,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,LETMON,letmon,,Levocetirizine DiHcl 2.5mg+Montelukast Sodium 4mg/5ml,14,true,2026-03-05 14:31:18.746233+00,2026-03-05 14:42:01.157317+00
7d52ab63-d13e-439a-845d-9be6beb67e0e,695899c3-d607-49f5-ae67-a545fac083b8,032641d2-cb89-4897-8527-0ae60066324f,FLORABACI ORAL SUS,florabaci-oral-sus,,Bacillus clausii 2 billion spores /5ml,13,true,2026-03-05 14:31:18.746233+00,2026-03-05 14:42:01.157317+00
80171a31-6af1-47af-b88d-b1d26d3129dd,1a622c56-53e9-457a-af01-09cd550e3850,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,"PURNAS 24 200 ML SYP-Multivitamin,Multimineral with L",purnas-24-200-ml-syp-multivitamin-multimineral-with-l-3,,Lysine,9,true,2026-03-05 15:57:11.815034+00,2026-03-05 15:57:11.815034+00
81e5fba7-4fa5-40af-bc18-c4a6feb20354,337b0bac-3d9b-4a9d-a32b-af29168149a5,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,18) COLANESE PEG,18-colanese-peg,,Polyethylene glycol 3350 USP 13.125g,10,true,2026-03-05 15:51:50.699647+00,2026-03-05 15:51:50.699647+00
8247f074-1f2f-47a0-9275-0df761875575,e61a90f8-18b3-4b9b-afdd-ca0d319f16e3,9577f52b-ab35-4158-9bcd-109cc32f5aba,"4) CALVNH -Elemental Ca- 500 mg+ Vit D3-2000 IU, Methylcobalamin 1500 mcg, L Methylfolate calcium 1mg,Prridoxal 5 Phosphate",4-calvnh-elemental-ca-500-mg-vit-d3-2000-iu-methylcobalamin-1500-mcg-l-methylfolate-calcium-1mg-prridoxal-5-phosphate,,20mg Tablets,9,true,2026-03-05 15:48:51.345643+00,2026-03-05 15:49:03.910033+00
8357a79e-1cbe-4cd2-aac6-51975b6eb7ca,aaefb005-155a-4852-83b3-1adf2166dd41,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,Colanese-Peg (200ml),colanese-peg-200ml,,Polyethylene Glycol 4000 - 10 gm/25 ml,1,true,2026-03-05 15:44:23.539503+00,2026-03-05 15:44:23.539503+00
8520ed40-3765-48d5-8004-b02c6519d989,337b0bac-3d9b-4a9d-a32b-af29168149a5,9577f52b-ab35-4158-9bcd-109cc32f5aba,2) TUFGABA NT 100,2-tufgaba-nt-100,,Gabapentin 100 mg & Nortriptyline 10 mg tablets,12,true,2026-03-05 15:51:50.699647+00,2026-03-05 15:51:50.699647+00
860c0a9c-397b-426e-bee9-82bf0a047256,695899c3-d607-49f5-ae67-a545fac083b8,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,FINEMEF,finemef,,100-Mefenamic Acid IP 100mg/5ml,10,true,2026-03-05 14:31:18.746233+00,2026-03-05 14:42:01.157317+00
87058d22-a1d6-4e29-a4cd-66c8ae4b7f49,b821c8d5-97b0-4262-9433-70e94c600449,9577f52b-ab35-4158-9bcd-109cc32f5aba,"15) Daily Solo Tablets - Astaxanthin 2mg, Taurine 100mg, Curcuma Longa 50 mg, Liquorice 30mg, Cinnamon 30mg, Clove 30mg, Cranberry 25 mg, Green Tea 25 mg, Boswellia serrata",15-daily-solo-tablets-astaxanthin-2mg-taurine-100mg-curcuma-longa-50-mg-liquorice-30mg-cinnamon-30mg-clove-30mg-cranberry-25-mg-green-tea-25-mg-boswellia-serrata,,"25mg, Lycopene 2500 mcg , Multiminerals, Multivitamins",1,true,2026-03-05 15:46:11.35997+00,2026-03-05 15:46:11.35997+00
87fed81c-f761-4141-a260-fd289e315de3,aaefb005-155a-4852-83b3-1adf2166dd41,9577f52b-ab35-4158-9bcd-109cc32f5aba,Tangi Iron Gummies,tangi-iron-gummies,,Ferric Pyrophosphate 13 mg ((Fe Standardized to 8% elemental iron)),9,true,2026-03-05 15:44:23.539503+00,2026-03-05 15:44:23.539503+00
88090df9-6294-4f46-b46e-50d8abf4fb77,b821c8d5-97b0-4262-9433-70e94c600449,a57bed34-82d6-4246-945f-bc21247b44bd,D GOOD,d-good-3,,Vitamin D3 oral solution 60000  IU/5 ml,6,true,2026-03-05 15:46:11.35997+00,2026-03-05 15:46:11.35997+00
88854e83-0184-4fd2-b539-92122fa3466d,695899c3-d607-49f5-ae67-a545fac083b8,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,CLAVRIX FORTE,clavrix-forte,,Amoxycillin 400mg+ Clavulanic Acid 57mg/5ml,3,true,2026-03-05 14:31:18.746233+00,2026-03-05 14:42:01.157317+00
896fed4b-3e0c-47b5-8599-116439519aa5,e61a90f8-18b3-4b9b-afdd-ca0d319f16e3,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,11) DE SATURATE,11-de-saturate,,"Potassium Citrate 1100mg ,Magnesium Citrate 375 mg & Vitamin B6 20 mg / 5ml Oral Solution",3,true,2026-03-05 15:48:51.345643+00,2026-03-05 15:49:03.910033+00
899d0e5e-0764-40c6-9bba-fd72070c6ef3,6b8dbf86-0f10-4385-8617-65335659a18e,9577f52b-ab35-4158-9bcd-109cc32f5aba,Tufgaba GAT,tufgaba-gat,,"Gabapentin 300 mg , Amitriptyline 10 mg",15,true,2026-03-05 16:27:53.986476+00,2026-03-05 16:27:53.986476+00
8a5c7130-2441-475b-9c39-98f680082d52,337b0bac-3d9b-4a9d-a32b-af29168149a5,9577f52b-ab35-4158-9bcd-109cc32f5aba,20) Myotizer,20-myotizer,,"L carnitine, L  Tartarate, Vit E, Benfotiamine, Vit C, Co Q 10, Pyridoxine, Riboflavin",13,true,2026-03-05 15:51:50.699647+00,2026-03-05 15:51:50.699647+00
8b7f2471-13c9-44f2-a6f7-01312f07d5e5,337b0bac-3d9b-4a9d-a32b-af29168149a5,9577f52b-ab35-4158-9bcd-109cc32f5aba,7) MIGRACE,7-migrace,,"Magnesium oxide,Coenzyme Q10 & Riboflavin  Tablets",20,true,2026-03-05 15:51:50.699647+00,2026-03-05 15:51:50.699647+00
8ddf4bf5-4b49-4fce-ad3b-5b38aa73500a,695899c3-d607-49f5-ae67-a545fac083b8,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,WRNZ SYP,wrnz-syp,,Phenylephrine Hcl 5mg+CPM2mg /5 ml syrup,39,true,2026-03-05 14:31:18.746233+00,2026-03-05 14:42:01.157317+00
8eee597a-d5af-49ef-9db8-8fb6747d3dd0,695899c3-d607-49f5-ae67-a545fac083b8,032641d2-cb89-4897-8527-0ae60066324f,Tangiron Drops,tangiron-drops,,"Iron 5 mg, Folic Acid 30 mcg, Vitamin B12  0.9 mcg/0.5 ml",26,true,2026-03-05 14:31:18.746233+00,2026-03-05 14:42:01.157317+00
91e0660b-d608-4324-a1eb-a3a8b16d7111,695899c3-d607-49f5-ae67-a545fac083b8,032641d2-cb89-4897-8527-0ae60066324f,Daily Solo Advanced Pediatric Drops,daily-solo-advanced-pediatric-drops,,"Multivitamins, Multiminerals, DHA, Leutin, Pre & Probiotics",7,true,2026-03-05 14:31:18.746233+00,2026-03-05 14:42:01.157317+00
9916ff20-b1cf-41d0-a6f8-65adaaa325fb,695899c3-d607-49f5-ae67-a545fac083b8,032641d2-cb89-4897-8527-0ae60066324f,ONDRIX,ondrix,,Ondansetron 2mg/5ml,20,true,2026-03-05 14:31:18.746233+00,2026-03-05 14:42:01.157317+00
992478a2-b4af-4c6c-a2fb-7b393abc364d,695899c3-d607-49f5-ae67-a545fac083b8,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,RELASMO DS,relasmo-ds,,Drotavereine 20 mg/5ml,25,true,2026-03-05 14:31:18.746233+00,2026-03-05 14:42:01.157317+00
99ac7328-6370-4b85-81a8-b5ac9dc83b1b,aaefb005-155a-4852-83b3-1adf2166dd41,032641d2-cb89-4897-8527-0ae60066324f,Tangi Iron Drops (15ml),tangi-iron-drops-15ml,,"Liposomal Iron 5 mg, Folic Acid 30 mcg, Vitamin B_{12} 0.9 mcg / 0.5 ml",8,true,2026-03-05 15:44:23.539503+00,2026-03-05 15:44:23.539503+00
9acac35d-afe4-482d-a88d-5ddb16b8f0b4,337b0bac-3d9b-4a9d-a32b-af29168149a5,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,Nano Shots - 22 )  D GOOD,nano-shots-22-d-good,,Vitamin D3 oral solution 60000  IU/5 ml,23,true,2026-03-05 15:51:50.699647+00,2026-03-05 15:51:50.699647+00
9cd1df84-9945-4c94-b59f-701e449ac151,aaefb005-155a-4852-83b3-1adf2166dd41,032641d2-cb89-4897-8527-0ae60066324f,Thedigi (15ml),thedigi-15ml,,"Alpha Amylase 20 mg, Papain 10 mg, Dill Oil 2 mg, Anise Oil 2 mg, Caraway Oil 2 mg/1 ml",14,true,2026-03-05 15:44:23.539503+00,2026-03-05 15:44:23.539503+00
9e043f4c-9df1-4d33-80cb-287d4a964f00,b821c8d5-97b0-4262-9433-70e94c600449,9577f52b-ab35-4158-9bcd-109cc32f5aba,ESMOFRESH,esmofresh-3,,Esomeprazole Gastro-Resistant Tablets IP 40 mg,8,true,2026-03-05 15:46:11.35997+00,2026-03-05 15:46:11.35997+00
9f262b8c-6a05-4bbe-b886-55750dabf73b,695899c3-d607-49f5-ae67-a545fac083b8,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,ZNPD,znpd,,Zinc  Gluconate  20mg syrup/5ml,40,true,2026-03-05 14:31:18.746233+00,2026-03-05 14:42:01.157317+00
a09991a6-33d3-4988-bc3d-92608918c77f,695899c3-d607-49f5-ae67-a545fac083b8,8a749f9e-c886-4478-8f3d-045f76e89809,WRNZ -S  NASAL DROPS,wrnz-s-nasal-drops,,Sodium Chloride 0.65 5 w/v,34,true,2026-03-05 14:31:18.746233+00,2026-03-05 14:42:01.157317+00
a223c8db-4275-4b93-9dee-5d1720f0fbcd,aaefb005-155a-4852-83b3-1adf2166dd41,5349b753-a731-46f6-b7f8-c07fa4f2d9e5,Tangical Syrup (200ml),tangical-syrup-200ml,,"Liposomal Calcium 350 mg, Vitamin D_3 200 IU, Vitamin K_{2-7} 12 mcg/5ml",13,true,2026-03-05 15:44:23.539503+00,2026-03-05 15:44:23.539503+00
a4df91d7-c9fd-4770-b2e0-dd5fca045a6b,337b0bac-3d9b-4a9d-a32b-af29168149a5,9577f52b-ab35-4158-9bcd-109cc32f5aba,5) Tufgaba GAT,5-tufgaba-gat,,"Gabapentin 300 mg , Amitriptyline 10 mg",18,true,2026-03-05 15:51:50.699647+00,2026-03-05 15:51:50.699647+00
a678fbfb-afc0-4435-ad94-9b25ca887ed8,337b0bac-3d9b-4a9d-a32b-af29168149a5,9577f52b-ab35-4158-9bcd-109cc32f5aba,"11) CALVNH TAB-Elemental Ca- 500 mg+ Vit D3-2000 IU, Methylcobalamin 1500 mcg, L Methylfolate calcium 1mg,Prridoxal 5 Phosphate",11-calvnh-tab-elemental-ca-500-mg-vit-d3-2000-iu-methylcobalamin-1500-mcg-l-methylfolate-calcium-1mg-prridoxal-5-phosphate,,20mg,3,true,2026-03-05 15:51:50.699647+00,2026-03-05 15:51:50.699647+00
a6d59786-fb89-4b5e-978a-5d1935ca683f,6b8dbf86-0f10-4385-8617-65335659a18e,9577f52b-ab35-4158-9bcd-109cc32f5aba,"17) Daily Solo Tablets - Astaxanthin 2mg, Taurine 100mg, Curcuma Longa 50 mg, Liquorice 30mg, Cinnamon 30mg, Clove 30mg, Cranberry 25 mg, Green Tea 25 mg, Boswellia serrata",17-daily-solo-tablets-astaxanthin-2mg-taurine-100mg-curcuma-longa-50-mg-liquorice-30mg-cinnamon-30mg-clove-30mg-cranberry-25-mg-green-tea-25-mg-boswellia-serrata,,"25mg, Lycopene 2500 mcg , Multiminerals, Multivitamins Syrup",1,true,2026-03-05 16:27:53.986476+00,2026-03-05 16:27:53.986476+00
